# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/blog/kcs_rhel_repos,Low word count: 3 words (min: 300),changed,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
CONTENT_NOT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Low,CONTENT,https://lucaberton.com/booklist,"Meta description too short (69 chars, min: 120)",changed,Expand the meta description to at least 120 characters.,content
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/booklist,Low word count: 3 words (min: 300),changed,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/services/kubernetes-consulting,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/search?q=containers,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/blog/categories/book,Low word count: 4 words (min: 300),changed,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/kcs_dockingstation,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_TITLE_TOO_SHORT,Low,CONTENT,https://lucaberton.com/services/ai-integration-green-code,"Title too short (14 chars, min: 30)",new,"Expand the title to at least 30 characters with descriptive, keyword-rich content.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/search?q=Containers,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Low,CONTENT,https://lucaberton.com/services/ai-integration-green-code,"Meta description too short (35 chars, min: 120)",new,Expand the meta description to at least 120 characters.,content
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/services/ai-integration-green-code,Low word count: 4 words (min: 300),new,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/services/platform-engineering,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Low,CONTENT,https://lucaberton.com/blog/categories/book,"Meta description too short (69 chars, min: 120)",changed,Expand the meta description to at least 120 characters.,content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/search?q=installation,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Low,CONTENT,https://lucaberton.com/services/kubernetes-consulting,"Meta description too short (69 chars, min: 120)",changed,Expand the meta description to at least 120 characters.,content
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/services/kubernetes-consulting,Low word count: 4 words (min: 300),changed,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/tags/ansible,"Page has meta robots noindex: ""noindex""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Low,CONTENT,https://lucaberton.com/services/platform-engineering,"Meta description too short (72 chars, min: 120)",changed,Expand the meta description to at least 120 characters.,content
CONTENT_NOT_INDEXABLE_LOW_WORD_COUNT,Low,CONTENT,https://lucaberton.com/services/platform-engineering,Low word count: 4 words (min: 300),changed,"Add more substantive content to reach at least 300 words, or consider whether this page should be consolidated with another.",content
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/search?q=devops,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/categories/book,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
INDEXABILITY_NOINDEX_PAGE,Low,INDEXABILITY,https://lucaberton.com/blog/search?q=iac,"Page has meta robots noindex: ""noindex, follow""",unchanged,"If the page should be indexed, remove the noindex directive from the meta robots tag. If intentional, no action needed.",engineering
CONTENT_NOT_INDEXABLE_TITLE_TOO_SHORT,Low,CONTENT,https://lucaberton.com/tags/ansible,"Title too short (22 chars, min: 30)",changed,"Expand the title to at least 30 characters with descriptive, keyword-rich content.",content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_SHORT,Medium,CONTENT,https://lucaberton.com/blog/fix-kubernetes-oomkilled-error,"Meta description too short (114 chars, min: 120)",changed,Expand the meta description to at least 120 characters.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/fix-kubernetes-pod-security-admission-violations,"Meta description too long (161 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_SHORT,Medium,CONTENT,https://lucaberton.com/blog/gbrain-tutorial-self-wiring-memory-ai-agents-2026,"Title too short (29 chars, min: 30)",changed,"Expand the title to at least 30 characters with descriptive, keyword-rich content.",content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/gbrain-tutorial-self-wiring-memory-ai-agents-2026,"Meta description too long (167 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/gemini-cli-complete-guide-commands-automation-2026,"Meta description too long (161 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/gemini-spark-vs-openclaw-hosted-vs-self-hosted-personal-agents,"Title too long (67 chars, max: 60)",changed,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/gemini-spark-vs-openclaw-hosted-vs-self-hosted-personal-agents,"Meta description too long (180 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/gpu-sharing-kubernetes-mig-mps-time-slicing-2026,"Meta description too long (166 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/how-to-install-docker-on-arch-linux,"Meta description too long (168 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/how-to-install-docker-on-nixos,"Meta description too long (186 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/install-aws-cli-mac-homebrew-2026,"Meta description too long (173 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kadc-2026-openfuyao-forum-ai-native-infrastructure,"Meta description too long (180 chars, max: 160)",changed,Shorten the meta description to 160 characters or fewer.,content
CONTENT_NOT_INDEXABLE_H1_TAG_MISSING_OR_EMPTY,Medium,CONTENT,https://lucaberton.com/blog/kcs_dockingstation,Page is missing an H1 heading,unchanged,"Add a single, descriptive <h1> heading that summarizes the page content.",content
CONTENT_NOT_INDEXABLE_H1_TAG_MISSING_OR_EMPTY,Medium,CONTENT,https://lucaberton.com/blog/kcs_oraclecloud,Page is missing an H1 heading,unchanged,"Add a single, descriptive <h1> heading that summarizes the page content.",content
CONTENT_NOT_INDEXABLE_H1_TAG_MISSING_OR_EMPTY,Medium,CONTENT,https://lucaberton.com/blog/kcs_rhel_repos,Page is missing an H1 heading,unchanged,"Add a single, descriptive <h1> heading that summarizes the page content.",content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/keycloak-identity-access-management-kubernetes-2026,"Title too long (65 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-audit-logging-complete-guide,"Meta description too long (172 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-blue-green-canary-deployments-guide,"Title too long (78 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-blue-green-canary-deployments-guide,"Meta description too long (170 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-etcd-backup-maintenance-production-2026,"Title too long (62 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-finalizers-explained-stuck-resources,"Title too long (65 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-finalizers-explained-stuck-resources,"Meta description too long (169 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-keda-event-driven-autoscaling,"Title too long (62 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-keda-event-driven-autoscaling,"Meta description too long (165 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-migration-strategy-enterprise-guide-2026,"Title too long (81 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-migration-strategy-enterprise-guide-2026,"Meta description too long (183 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_META_DESCRIPTION_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-ml-pipeline-kubeflow-argo-2026,"Meta description too long (170 chars, max: 160)",new,Shorten the meta description to 160 characters or fewer.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-multi-tenancy-patterns-enterprise-2026,"Title too long (65 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-network-policies-zero-trust-guide-2026,"Title too long (63 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-pod-disruption-budgets-rolling-updates-2026,"Title too long (69 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-pod-security-standards-admission-2026,"Title too long (69 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-rbac-least-privilege-production-2026,"Title too long (62 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
CONTENT_INDEXABLE_TITLE_TOO_LONG,Medium,CONTENT,https://lucaberton.com/blog/kubernetes-resource-limits-requests-best-practices-2026,"Title too long (62 chars, max: 60)",new,Shorten the title to 60 characters or fewer. Put the most important keywords first.,content
